"ExternalRiskEstimate","NetFractionRevolvingBurden","AverageMInFile","PercentTradesWBalance","PercentTradesNeverDelq","MSinceMostRecentInqexcl7days","RiskPerformance"
0.62,0.7,62,0.79,0.97,0,0
0.62,0.13,84,0.36,0.69,0,0
0.7,0.09,124,0.4,0.7,0,0
0.63,0.28,63,0.73,0.55,0,0
0.66,0.48,84,0.74,0.999203193152789,0,1
0.75,0.43,63,0.75,0.67,0,0
0.71,0.4,30,0.91,0.995340265168343,0,1
0.43,0.63,119,0.72,0.63,0,0
0.55,0.55,51,0.71,0.93,0,0
0.83,0.02,72,0.38,0.993034617144149,0,0
0.81,0.04,70,0.56,0.996519426200539,0,1
0.7,0.07,40,0.56,0.88,0,0
0.72,0.2,104,0.47,0.97,0,1
0.64,0.71,102,0.56,0.94,0,0
0.65,0.25,6,0.997278338652104,0.99915397176519,0,0
0.57,0.6,71,0.996974022884388,0.89,0,0
0.82,0.09,75,0.996396121161524,0.96,0,0
0.74,0.14,61,0.43,0.96,0,1
0.87,0.05,83,0.47,0.994889582968317,0,0
0.7,0.79,97,0.998381193676032,0.89,0,1
0.62,0.67,34,0.995189261960331,0.990176225195173,0,0
0.88,0.08,79,0.67,0.996325558482204,0,1
0.68,0.41,117,0.57,0.33,0,0
0.56,0.53,85,0.8,0.78,0,0
0.56,0.06,97,0.6,0.78,0,0
0.55,0.18,72,0.55,0.78,0,1
0.75,0.13,139,0.57,0.992020446201786,0,0
0.74,0.21,31,0.86,0.990367232074495,0,0
0.82,0.16,122,0.73,0.991840103156865,0,1
0.63,0.27,41,0.73,0.94,0,1
0.7,0.08,49,0.5,0.998764042577241,0,0
0.75,0.16,52,0.44,0.88,0,0
0.67,0.41,46,0.87,0.97,0,0
0.57,0.68,68,0.89,0.95,0,0
0.72,0.34,58,0.33,0.998754305008333,0,1
0.71,0.33,52,0.86,0.89,0,0
0.59,0.71,62,0.75,0.99739012940554,0,0
0.74,0.51,89,0.67,0.996200092835352,0,0
0.81,0.01,65,0.75,0.8,0,1
0.93,0.00441053316229954,124,0.09,0.99205158743076,0,1
0.76,0.16,69,0.41,0.97,0,1
0.57,0.71,98,0.69,0.93,0,1
0.73,0.00258529803715646,104,0.5,0.93,0,0
0.86,0.13,113,0.33,0.990222282533068,0,1
0.78,0.36,97,0.8,0.94,0,0
0.65,0.23,28,0.999465797722805,0.75,0,0
0.67,0.59,98,0.6,0.86,0,0
0.61,0.58,18,0.77,0.991240386273712,0,0
0.65,0.6,90,0.8,0.98,0,0
0.79,0.13,93,0.45,0.96,0,1
0.72,0.29,55,0.71,0.92,0,0
0.85,0.02,84,0.57,0.993722595737781,0,1
0.82,0.13,115,0.58,0.994908009020146,0,1
0.76,0.2,49,0.4,0.992558412104845,0,0
0.61,0.9,43,0.89,0.996983016377781,0,0
0.63,0.46,65,0.5,0.96,0,0
0.71,0.83,72,0.94,0.992233170818072,0,0
0.55,0.85,60,0.83,0.59,0,0
0.67,0.4,45,0.45,0.94,0,0
0.77,0.34,59,0.38,0.993883410391863,0,0
0.77,0.46,124,0.57,0.95,0,1
0.65,0.18,79,0.57,0.61,0,0
0.67,0.32,41,0.77,0.94,0,0
0.56,0.22,87,0.99256373363547,0.88,0,1
0.8,0.27,48,0.997724893973209,0.991775072491728,0,0
0.87,0.18,137,0.75,0.995292171938345,0,1
0.71,0.14,62,0.8,0.9,0,0
0.75,0.5,111,0.62,0.87,0,0
0.8,0.29,96,0.58,0.992680178682785,0,1
0.8,0.08,87,0.24,0.994306067225989,0,1
0.6,0.76,62,0.89,0.996743329265155,0,0
0.63,0.41,42,0.85,0.87,0,1
0.67,0.47,39,0.71,0.91,0,0
0.77,0.05,80,0.42,0.995053482216317,0,1
0.89,0.06,67,0.6,0.992132814603392,0,1
0.75,0.54,64,0.83,0.991497667408548,0,0
0.74,0.39,68,0.75,0.999718986849766,0,0
0.65,0.68,115,0.69,0.83,0,0
0.55,0.53,45,0.93,0.94,0,0
0.72,0.29,53,0.44,0.89,0,1
0.63,0.54,85,0.75,0.88,0,0
0.74,0.81,80,0.67,0.998116738167591,0,1
0.91,0.02,177,0.71,0.994537880767603,0,1
0.69,0.11,75,0.5,0.994206627393141,0,0
0.74,0.37,64,0.44,0.96,0,0
0.73,0.31,79,0.38,0.997312121458817,0,1
0.66,0.55,65,0.997359355583321,0.94,0,0
0.91,0.03,128,0.25,0.996259285279084,0,1
0.86,0.03,90,0.32,0.992479412937537,0,1
0.69,0.34,78,0.8,0.89,0,0
0.76,0.4,87,0.9,0.997005425845273,0,0
0.91,0.02,102,0.33,0.992419421109371,0,1
0.55,0.98,54,0.8,0.38,0,0
0.63,0.6,41,0.71,0.995781399107073,0,0
0.66,0.72,73,0.75,0.99194716919912,0,0
0.75,0.09,48,0.5,0.996313483950216,0,0
0.65,0.87,50,0.79,0.994923304691911,0,0
0.59,0.48,33,0.76,0.94,0,0
0.75,0.08,40,0.46,0.994712610715069,0,0
0.56,0.92,22,0.990733265003655,0.91,0,0
0.76,0.2,35,0.5,0.999516051153187,0,1
0.77,0.000563955386169255,24,0.00495850609615445,0.991315710868221,0,0
0.78,0.47,71,0.7,0.997545873038471,0,1
0.73,0.7,103,0.91,0.994261173778214,0,1
0.86,0.24,86,0.6,0.96,0,1
0.71,0.00899668213212863,156,0.75,0.91,0,1
0.73,0.56,57,0.75,0.990449426022824,0,0
0.58,0.6,44,0.99360412706621,0.992900094813667,0,0
0.8,0.00261020935839042,73,0.36,0.990189831606112,0,0
0.66,0.04,124,0.56,0.9,0,0
0.79,0.19,144,0.38,0.86,0,0
0.75,0.22,91,0.6,0.95,0,1
0.66,0.31,22,0.75,0.9,0,0
0.8,0.11,69,0.6,0.8,0,0
0.87,0.15,105,0.29,0.990698641820345,0,1
0.67,0.24,50,0.86,0.992813991094008,0,1
0.61,0.26,28,0.63,0.8,0,0
0.82,0.00703330778283998,91,0.5,0.94,0,0
0.8,0.09,83,0.4,0.95,0,1
0.7,0.59,134,0.5,0.91,0,0
0.78,0.12,71,0.32,0.98,0,1
0.69,0.45,89,0.59,0.990876608174294,0,1
0.64,0.77,93,0.7,0.995843653467018,0,0
0.73,0.11,126,0.71,0.98,0,1
0.73,0.4,42,0.71,0.999609430644195,0,0
0.7,0.93,85,0.990627274138387,0.998855812267866,0,0
0.65,0.57,62,0.85,0.999455149166752,0,1
0.74,0.45,50,0.88,0.991572275061626,0,0
0.61,0.67,17,0.94,0.993946207743138,0,0
0.66,0.58,112,0.7,0.56,0,0
0.65,0.51,101,0.59,0.93,0,1
0.71,0.4,53,0.75,0.84,0,1
0.64,0.08,62,0.4,0.76,0,0
0.77,0.28,62,0.83,0.998608981710859,0,0
0.68,0.67,124,0.56,0.996780825206079,0,1
0.56,0.26,43,0.57,0.38,0,0
0.74,0.18,97,0.7,0.82,0,0
0.61,0.88,48,0.992004444370978,0.999891266445629,0,0
0.7,0.83,135,0.995434832889587,0.991797937976662,0,0
0.88,0.07,134,0.57,0.994801384634338,0,0
0.78,0.000795674165710807,52,0.999156891503371,0.993211560531054,0,0
0.87,0.0088397639314644,98,0.29,0.99228882974945,0,1
0.81,0.08,40,0.56,0.994586900651921,0,1
0.81,0.39,86,0.997172340408433,0.990493682646193,0,1
0.75,0.08,80,0.4,0.87,0,0
0.73,0.59,107,0.82,0.92,0,0
0.81,0.04,78,0.25,0.997542815278284,0,1
0.75,0.15,86,0.33,0.98,0,1
0.62,0.62,91,0.8,0.72,0,0
0.71,0.14,65,0.27,0.995547201435547,0,0
0.71,0.00347834542160854,37,0.993197142402641,0.991273251690436,0,0
0.71,0.41,60,0.69,0.991677312231623,0,0
0.69,0.36,105,0.63,0.9,0,1
0.63,0.54,37,0.79,0.94,0,0
0.65,0.06,54,0.44,0.97,0,0
0.68,0.44,58,0.67,0.997275892943144,0,0
0.75,0.41,56,0.43,0.994311084458604,0,0
0.75,0.42,55,0.69,0.996345537099987,0,0
0.7,0.43,82,0.997410872096661,0.87,0,0
0.74,0.31,67,0.72,0.992299664195161,0,1
0.69,0.51,63,0.53,0.8,0,0
0.83,0.27,114,0.994771704627201,0.996884005782194,0,1
0.78,0.16,102,0.89,0.86,0,0
0.71,0.24,89,0.63,0.92,0,0
0.68,0.993161471206695,49,0.6,0.9,0,0
0.65,0.95,23,0.75,0.998865877853241,0,0
0.69,0.44,66,0.6,0.999319779970683,0,0
0.68,0.34,58,0.65,0.993845779141411,0,0
0.81,0.04,84,0.67,0.75,0,0
0.78,0.16,102,0.89,0.86,0,0
0.65,0.15,66,0.58,0.98,0,1
0.72,0.4,54,0.92,0.95,0,0
0.61,0.98,47,0.990036549647339,0.996759786843322,0,0
0.64,0.76,103,0.83,0.91,0,0
0.65,0.58,63,0.88,0.83,0,1
0.73,0.03,26,0.71,0.993398835065309,0,0
0.65,0.85,33,0.995261156058405,0.994664392976556,0,0
0.79,0.33,64,0.56,0.995637412418146,0,1
0.74,0.4,71,0.991828095200472,0.998453494282439,0,0
0.62,0.44,9,0.57,0.992148620288353,0,0
0.59,0.78,79,0.86,0.92,0,1
0.63,0.55,70,0.9,0.9,0,0
0.57,0.84,7,0.9939151850692,0.994510874380358,0,0
0.61,0.83,67,0.89,0.97,0,0
0.68,0.12,117,0.35,0.9,0,1
0.79,0.00558632152387872,48,0.57,0.997060363537166,0,1
0.81,0.12,85,0.41,0.991937439746689,0,1
0.8,0.24,85,0.995111379374284,0.88,0,1
0.86,0.04,150,0.5,0.995411934913136,0,1
0.78,0.01,144,0.33,0.85,0,0
0.65,0.58,44,0.89,0.95,0,0
0.73,0.00721828351262957,97,0.43,0.76,0,1
0.68,0.64,45,0.63,0.94,0,0
0.65,0.21,104,0.5,0.84,0,1
0.73,0.48,84,0.93,0.999721319165546,0,0
0.75,0.43,83,0.71,0.996921188109554,0,0
0.84,0.08,93,0.67,0.95,0,0
0.58,0.53,47,0.72,0.93,0,0
0.7,0.15,77,0.67,0.96,0,1
0.74,0.16,103,0.44,0.998424881799147,0,1
0.76,0.13,60,0.33,0.9,0,0
0.84,0.03,61,0.86,0.996904920381494,0,1
0.69,0.52,59,0.67,0.9,0,0
0.7,0.35,66,0.9979233053606,0.83,0,0
0.58,0.8,38,0.9,0.93,0,0
0.61,0.78,72,0.71,0.55,0,0
0.6,0.83,73,0.94,0.97,0,0
0.73,0.18,58,0.75,0.991227225880139,0,0
0.82,0.31,97,0.71,0.999821100470144,0,0
0.84,0.00725346835330129,159,0.13,0.95,0,0
0.62,0.79,68,0.75,0.71,0,0
0.6,0.64,38,0.7,0.96,0,0
0.79,0.00782052837777883,86,0.25,0.88,0,1
0.84,0.01,86,0.11,0.96,0,1
0.68,0.44,98,0.56,0.95,0,0
0.71,0.83,93,0.86,0.999814890092239,0,0
0.86,0.00180381311103702,194,0.25,0.992966775335371,0,1
0.66,0.00290441579883918,13,0.995241854772903,0.998736954221968,0,0
0.88,0.04,83,0.43,0.992764226733707,0,1
0.58,0.67,132,0.57,0.8,0,0
0.61,0.75,60,0.75,0.92,0,0
0.58,0.0013778910599649,91,0.996577390695456,0.56,0,0
0.72,0.6,60,0.89,0.990002983650193,0,1
0.8,0.07,81,0.994531770087779,0.94,0,1
0.79,0.13,81,0.9,0.993730804196093,0,1
0.57,0.3,18,0.86,0.995098698947113,0,0
0.66,0.64,66,0.79,0.97,0,0
0.63,0.75,21,0.9962558722822,0.990656925856601,0,0
0.65,0.05,65,0.75,0.92,0,0
0.63,0.64,47,0.79,0.993222942280117,0,0
0.82,0.34,133,0.6,0.992642266533803,0,1
0.63,0.78,22,0.993416308541782,0.992700104867108,0,0
0.64,0.19,56,0.6,0.71,0,0
0.91,0.02,103,0.29,0.992892556479201,0,1
0.84,0.03,55,0.43,0.93,0,1
0.67,0.22,109,0.6,0.86,0,0
0.54,0.29,41,0.67,0.58,0,1
0.7,0.72,81,0.52,0.998286367231049,0,0
0.73,0.17,149,0.55,0.991337843495421,0,0
0.62,0.96,30,0.990047653864603,0.88,0,0
0.87,0.04,126,0.4,0.999679082857911,0,1
0.64,0.21,51,0.63,0.86,0,0
0.75,0.22,68,0.68,0.999792709525209,0,1
0.88,0.02,79,0.36,0.991294651445933,0,1
0.7,0.74,58,0.5,0.990801493250765,0,0
0.83,0.00955396276433021,150,0.994224805694539,0.996990586854517,0,1
0.67,0.74,63,0.85,0.98,0,0
0.65,0.0092812475329265,29,0.5,0.994981750962324,0,1
0.91,0.00446825933875516,97,0.75,0.993766710285563,0,1
0.69,0.58,118,0.82,0.72,0,1
0.8,0.04,71,0.48,0.998576268989127,0,1
0.76,0.27,67,0.91,0.994668216714635,0,1
0.66,0.38,85,0.8,0.96,0,1
0.63,0.31,91,0.75,0.993657227985095,0,1
0.71,0.73,93,0.69,0.995408935686573,0,0
0.69,0.73,79,0.83,0.991498831701465,0,0
0.66,0.68,110,0.77,0.994836154733785,0,0
0.59,0.63,94,0.64,0.85,0,0
0.89,0.01,130,0.33,0.990859280261211,0,1
0.65,0.5,88,0.64,0.82,0,0
0.69,0.85,29,0.990536386314779,0.993094577810261,0,0
0.74,0.13,23,0.5,0.992632564173546,0,0
0.63,0.66,21,0.75,0.996830260118004,0,0
0.64,0.66,93,0.88,0.91,0,0
0.78,0.00684450629400089,66,0.43,0.991064275335521,0,1
0.58,0.49,82,0.46,0.85,0,0
0.6,0.31,37,0.45,0.97,0,0
0.71,0.88,161,0.991312157656066,0.86,0,0
0.63,0.15,47,0.64,0.83,0,0
0.61,0.54,36,0.83,0.92,0,0
0.58,0.91,15,0.996685243370011,0.995438256037887,0,0
0.68,0.11,17,0.4,0.995820219530724,0,0
0.65,0.31,53,0.69,0.86,0,1
0.66,0.41,123,0.85,0.81,0,1
0.79,0.03,77,0.33,0.996235298202373,0,1
0.64,0.84,170,0.994846029723994,0.7,0,1
0.66,0.69,20,0.83,0.995871219048277,0,0
0.63,0.999921859358437,25,0.996867630966008,0.990591492280364,0,0
0.62,0.00423859937349334,40,0.991883745673113,0.2,0,0
0.84,0.05,106,0.5,0.75,0,1
0.66,0.4,114,0.6,0.65,0,1
0.81,0.00563637956511229,176,0.33,0.88,0,0
0.77,0.13,75,0.47,0.95,0,1
0.63,0.63,92,0.75,0.93,0,1
0.79,0.1,66,0.25,0.96,0,1
0.6,0.59,81,0.53,0.96,0,1
0.74,0.36,43,0.67,0.995325738810934,0,1
0.77,0.02,46,0.46,0.994131781018805,0,0
0.65,0.36,51,0.63,0.991492444239557,0,1
0.62,0.28,105,0.92,0.86,0,1
0.65,0.99,36,0.996773610322271,0.997824011214543,0,1
0.59,0.91,90,0.67,0.87,0,0
0.62,0.27,74,0.63,0.86,0,0
0.72,0.04,75,0.57,0.89,0,0
0.68,0.46,67,0.993406981294975,0.79,0,1
0.66,0.58,31,0.91,0.94,0,0
0.59,0.78,51,0.8,0.84,0,0
0.59,0.79,75,0.994816514120903,0.9,0,0
0.63,0.65,118,0.997310053112451,0.993893570336513,0,1
0.7,0.19,124,0.54,0.96,0,0
0.76,0.16,84,0.69,0.999974270509556,0,0
0.75,0.03,94,0.5,0.83,0,0
0.64,0.76,56,0.991835422744043,0.91,0,0
0.58,0.63,60,0.86,0.67,0,0
0.65,0.72,8,0.994312263317406,0.997859693544451,0,0
0.64,0.74,15,0.994049922858831,0.993396361519117,0,1
0.6,0.56,40,0.81,0.87,0,0
0.8,0.57,68,0.4,0.990711994764861,0,0
0.91,0.00234566198196262,84,0.5,0.990161174754612,0,1
0.69,0.29,80,0.56,0.992046070185024,0,0
0.73,0.05,57,0.73,0.94,0,0
0.66,0.76,48,0.75,0.994929328234866,0,0
0.63,0.37,73,0.57,0.82,0,0
0.58,0.1,35,0.75,0.95,0,0
0.7,0.69,71,0.82,0.91,0,0
0.57,0.62,95,0.991597975834738,0.82,0,0
0.64,0.00458514485042542,141,0.996803094558418,0.5,0,0
0.87,0.12,71,0.83,0.994705344515387,0,1
0.63,0.99,49,0.99524098546477,0.89,0,0
0.87,0.07,112,0.75,0.997958468829747,0,1
0.56,0.62,56,0.83,0.8,0,0
0.7,0.53,68,0.8,0.94,0,0
0.55,0.88,82,0.88,0.69,0,0
0.82,0.03,116,0.23,0.997621915640775,0,1
0.79,0.12,49,0.33,0.993642634178977,0,0
0.56,0.25,194,0.4,0.6,0,0
0.69,0.44,66,0.71,0.92,0,1
0.69,0.54,97,0.56,0.71,0,0
0.67,0.68,88,0.7,0.87,0,0
0.89,0.02,130,0.5,0.994277416418772,0,1
0.63,0.56,145,0.89,0.88,0,0
0.68,0.18,72,0.5,0.96,0,0
0.87,0.05,79,0.58,0.997738725570962,0,1
0.63,0.36,103,0.43,0.88,0,1
0.76,0.46,75,0.993483136263676,0.991584851159714,0,0
0.65,0.00642284674569964,39,0.63,0.72,0,0
0.75,0.36,43,0.55,0.992811620389111,0,0
0.77,0.2,149,0.8,0.92,0,0
0.67,0.3,29,0.64,0.94,0,0
0.74,0.12,91,0.67,0.97,0,1
0.7,0.28,55,0.71,0.89,0,0
0.73,0.25,31,0.67,0.91,0,1
0.78,0.32,90,0.78,0.997849065365735,0,0
0.62,0.31,40,0.85,0.94,0,0
0.71,0.45,72,0.43,0.994779783911072,0,0
0.66,0.59,66,0.84,0.97,0,0
0.67,0.41,92,0.56,0.86,0,0
0.67,0.69,64,0.994614964034408,0.8,0,0
0.74,0.06,102,0.63,0.88,0,1
0.63,0.00558046669932082,66,0.75,0.75,0,0
0.84,0.17,65,0.57,0.991336794740055,0,0
0.72,0.05,67,0.33,0.92,0,1
0.62,0.74,110,0.88,0.82,0,0
0.54,0.68,179,0.91,0.79,0,0
0.6,0.67,87,0.57,0.8,0,1
0.87,0.02,80,0.75,0.998195847482421,0,1
0.68,0.41,36,0.75,0.995621504075825,0,0
0.6,0.51,80,0.79,0.89,0,0
0.66,0.67,83,0.997871091512498,0.67,0,1
0.66,0.48,7,0.990672555088531,0.997505943214055,0,1
0.77,0.56,50,0.994877652672585,0.997214729832485,0,0
0.89,0.02,145,0.25,0.99023141623009,0,1
0.74,0.00893605530960485,47,0.4,0.990396312614903,0,0
0.66,0.23,103,0.89,0.67,0,1
0.79,0.01,67,0.44,0.994576781161595,0,1
0.63,0.88,51,0.991912949169055,0.996877732870635,0,0
0.76,0.17,44,0.78,0.991079439162277,0,1
0.65,0.16,48,0.9,0.76,0,0
0.69,0.95,69,0.996006324917544,0.93,0,0
0.67,0.76,144,0.83,0.86,0,1
0.56,0.73,20,0.991611509793438,0.990900321905501,0,1
0.63,0.81,21,0.92,0.992385157754179,0,0
0.61,0.18,44,0.71,0.86,0,1
0.8,0.36,39,0.4,0.998732023662887,0,1
0.77,0.01,122,0.75,0.93,0,1
0.63,0.15,70,0.67,0.61,0,0
0.73,0.09,138,0.75,0.94,0,0
0.7,0.3,164,0.8,0.94,0,0
0.65,0.65,67,0.997796396571212,0.95,0,0
0.65,0.85,121,0.998827712754719,0.78,0,1
0.57,0.97,69,0.994550473713316,0.86,0,0
0.69,0.16,80,0.83,0.85,0,0
0.73,0.01,54,0.57,0.92,0,0
0.7,0.74,87,0.997820604585577,0.94,0,0
0.73,0.18,83,0.46,0.97,0,1
0.57,0.71,36,0.91,0.8,0,0
0.8,0.01,57,0.82,0.95,0,1
0.73,0.14,47,0.67,0.93,0,0
0.7,0.95,85,0.89,0.994952186611481,0,1
0.7,0.84,79,0.79,0.9999361585523,0,0
0.63,0.42,111,0.5,0.87,0,0
0.6,0.71,138,0.89,0.86,0,1
0.69,0.48,54,0.86,0.78,0,1
0.66,0.91,68,0.992849678038619,0.999619818048086,0,0
0.59,0.45,70,0.993946344431024,0.62,0,0
0.86,0.02,68,0.25,0.996154006016441,0,0
0.73,0.62,40,0.83,0.994062912503723,0,1
0.76,0.54,104,0.78,0.94,0,1
0.74,0.24,68,0.69,0.997043834903743,0,0
0.59,0.23,76,0.69,0.89,0,0
0.58,0.92,69,0.996545572946779,0.91,0,0
0.58,0.29,12,0.89,0.89,0,0
0.88,0.03,112,0.38,0.96,0,1
0.8,0.11,93,0.33,0.97,0,1
0.58,0.87,36,0.81,0.991774985503871,0,0
0.62,0.991671872686129,35,0.991808446927462,0.94,0,0
0.7,0.84,65,0.73,0.997457368895411,0,0
0.59,0.4,99,0.57,0.81,0,0
0.59,0.76,96,0.995688725358341,0.75,0,1
0.66,0.42,66,0.8,0.89,0,0
0.71,0.32,45,0.53,0.99031592521118,0,0
0.89,0.00602788868825883,103,0.14,0.99439187760232,0,1
0.68,0.27,84,0.71,0.95,0,0
0.88,0.000434244484640658,107,0.44,0.99619148935657,0,1
0.54,0.12,79,0.78,0.7,0,0
0.8,0.18,91,0.33,0.993707026771735,0,1
0.8,0.32,112,0.69,0.999065838053357,0,1
0.69,0.37,66,0.7,0.91,0,1
0.72,0.07,39,0.5,0.996640346909408,0,0
0.59,0.2,53,0.993324081697501,0.5,0,0
0.65,0.71,70,0.79,0.98,0,1
0.61,0.33,61,0.7,0.85,0,0
0.78,0.21,54,0.5,0.991515834003221,0,0
0.66,0.08,114,0.83,0.68,0,1
0.75,0.06,77,0.64,0.996485443043057,0,0
0.57,0.56,65,0.92,0.73,0,0
0.73,0.33,69,0.91,0.94,0,0
0.67,0.4,94,0.75,0.86,0,0
0.61,0.96,125,0.996133437603712,0.71,0,0
0.88,0.15,252,0.33,0.990226328477729,0,0
0.56,0.68,70,0.71,0.95,0,0
0.8,0.02,133,0.53,0.92,0,0
0.66,0.44,60,0.67,0.83,0,0
0.64,0.21,142,0.57,0.81,0,0
0.77,0.25,32,0.99263430071529,0.99761448954232,0,0
0.92,0.01,139,0.83,0.997803718980867,0,0
0.65,0.38,19,0.59,0.999369895961136,0,0
0.77,0.24,74,0.58,0.99,0,1
0.88,0.17,119,0.75,0.997367064370774,0,1
0.65,0.14,56,0.55,0.88,0,0
0.73,0.26,68,0.4,0.992604353707284,0,1
0.7,0.64,22,0.997660512828734,0.999364125893917,0,0
0.76,0.66,64,0.75,0.992195537260268,0,0
0.7,0.01,66,0.71,0.996018219105899,0,0
0.8,0.08,90,0.73,0.92,0,0
0.81,0.00987897262442857,78,0.42,0.995994948397856,0,0
0.67,0.43,95,0.67,0.71,0,0
0.73,0.00593001158442348,164,0.997394145138096,0.71,0,0
0.67,0.65,17,0.7,0.995115284225903,0,0
0.65,0.43,51,0.994291067817248,0.8,0,1
0.72,0.14,76,0.71,0.9,0,0
0.62,0.79,35,0.62,0.95,0,0
0.73,0.96,56,0.999410909020808,0.997195888888091,0,0
0.66,0.28,51,0.83,0.9,0,0
0.7,0.997781450636685,88,0.993001445699483,0.996539461684879,0,0
0.78,0.53,60,0.8,0.99173222618876,0,0
0.65,0.39,61,0.69,0.9,0,0
0.81,0.46,79,0.67,0.992852258004714,0,1
0.62,0.23,96,0.67,0.74,0,1
0.59,0.55,122,0.62,0.58,0,0
0.7,0.14,32,0.39,0.998603436478879,0,0
0.61,0.44,43,0.5,0.88,0,0
0.71,0.63,161,0.45,0.89,0,1
0.55,0.05,69,0.997677562108729,0.88,0,0
0.62,0.44,70,0.71,0.9,0,1
0.86,0.19,109,0.6,0.998878492848016,0,1
0.75,0.09,93,0.57,0.9,0,1
0.84,0.06,89,0.33,0.998085941236932,0,1
0.69,0.35,69,0.5,0.997519516157918,0,1
0.92,0.00772848118562251,186,0.2,0.999466902043205,0,0
0.8,0.29,81,0.75,0.97,0,1
0.54,0.55,85,0.83,0.43,0,0
0.63,0.68,24,0.92,0.94,0,0
0.88,0.01,92,0.25,0.998190768430941,0,1
0.93,0.01,131,0.38,0.997414915387053,0,0
0.52,0.75,42,0.82,0.92,0,0
0.88,0.01,98,0.73,0.999783020976465,0,0
0.75,0.62,39,0.995445628585294,0.995717226997949,0,1
0.93,0.01,142,0.3,0.994898570615333,0,1
0.65,0.990795131858904,35,0.992676012131851,0.997466024295427,0,0
0.62,0.67,106,0.78,0.56,0,0
0.64,0.00381370839430019,8,0.998504368665162,0.996863630465232,0,0
0.76,0.47,107,0.75,0.99701697293669,0,0
0.86,0.12,137,0.35,0.999436221972574,0,0
0.7,0.993073497645091,27,0.999823408122174,0.997343065780588,0,0
0.88,0.00665613702731207,85,0.04,0.97,0,1
0.65,0.26,61,0.91,0.79,0,1
0.85,0.11,105,0.75,0.994512786080595,0,0
0.67,0.31,57,0.86,0.999090301122051,0,0
0.56,0.91,42,0.93,0.997732171216048,0,1
0.89,0.06,77,0.75,0.996138734775595,0,1
0.81,0.08,47,0.38,0.998252565483563,0,0
0.65,0.2,19,0.83,0.88,0,1
0.58,0.65,80,0.993106384212151,0.72,0,1
0.85,0.05,97,0.6,0.997195740363095,0,1
0.78,0.27,72,0.55,0.99405778543558,0,1
0.7,0.43,53,0.8,0.83,0,0
0.74,0.34,88,0.75,0.993375636092387,0,0
0.91,0.04,114,0.56,0.994016551338136,0,1
0.68,0.08,18,0.5,0.993204238330945,0,1
0.73,0.45,113,0.76,0.992921986579895,0,0
0.87,0.00521620777435601,103,0.5,0.995231251863297,0,1
0.83,0.05,85,0.5,0.996108308515977,0,1
0.72,0.3,39,0.44,0.994623938454315,0,0
0.57,0.31,9,0.85,0.995922008897178,0,0
0.77,0.45,43,0.86,0.991811000446323,0,1
0.72,0.24,119,0.991710014590062,0.9,0,1
0.81,0.21,79,0.78,0.998724485430866,0,0
0.76,0.98,73,0.83,0.99167666118592,0,0
0.56,0.93,108,0.83,0.69,0,0
0.67,0.92,106,0.8,0.62,0,0
0.79,0.46,76,0.44,0.998594769716728,0,1
0.66,0.21,115,0.73,0.76,0,1
0.75,0.43,69,0.63,0.994192544813268,0,0
0.68,0.52,17,0.71,0.9,0,1
0.75,0.57,97,0.36,0.995225261668675,0,1
0.77,0.22,67,0.55,0.997089981900062,0,0
0.64,0.77,63,0.81,0.98,0,0
0.78,0.17,37,0.44,0.998981217057444,0,1
0.77,0.22,66,0.7,0.95,0,1
0.64,0.91,71,0.991874193036929,0.96,0,0
0.83,0.15,55,0.998853522259742,0.996137765997555,0,1
0.59,0.9,65,0.998495925806928,0.71,0,0
0.55,0.22,43,0.57,0.82,0,0
0.59,0.42,77,0.7,0.9,0,0
0.65,0.3,52,0.77,0.95,0,0
0.88,0.00709985979832709,107,0.57,0.995798324227799,0,0
0.58,0.00980559659656137,75,0.55,0.67,0,0
0.72,0.26,79,0.5,0.999848918491043,0,0
0.57,0.69,58,0.92,0.88,0,0
0.77,0.63,108,0.8,0.93,0,0
0.67,0.5,78,0.61,0.994869672930799,0,0
0.6,0.08,95,0.75,0.73,0,0
0.78,0.42,52,0.8,0.998794100428931,0,0
0.75,0.14,117,0.54,0.95,0,1
0.79,0.01,87,0.67,0.92,0,1
0.75,0.28,83,0.62,0.992022327468731,0,1
0.88,0.04,63,0.75,0.994353370005265,0,0
0.7,0.25,77,0.36,0.81,0,0
0.59,0.58,113,0.75,0.56,0,0
0.74,0.52,66,0.73,0.998178107482381,0,1
0.59,0.42,32,0.990650812881067,0.86,0,0
0.64,0.58,21,0.75,0.999645898151211,0,1
0.85,0.13,62,0.9,0.991003739126027,0,0
0.64,0.88,196,0.95,0.81,0,0
0.59,0.88,68,0.88,0.78,0,0
0.67,0.53,119,0.6,0.93,0,1
0.67,0.74,57,0.71,0.991417660114821,0,0
0.7,0.95,42,0.67,0.997882359970827,0,0
0.73,0.39,149,0.42,0.9,0,1
0.87,0.02,70,0.44,0.991847398872487,0,0
0.85,0.08,87,0.5,0.997120662494563,0,1
0.66,0.24,58,0.6,0.93,0,0
0.63,0.19,59,0.38,0.78,0,0
0.68,0.32,80,0.87,0.97,1,0
0.64,0.00153515615267679,57,0.67,0.79,23,0
0.59,0.33,73,0.75,0.73,3,0
0.64,0.81,43,0.86,0.93,0,0
0.8,0.45,80,0.996156464279629,0.998230346876662,18,0
0.6,0.23,54,0.5,0.68,2,0
